user_id,product_id,rating
AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,B08HDJ86NZ,4.0
AGAKDNBHY2FKX7I4ACRGILU7QL7A,B08HDJ86NZ,3.8
AFNWJUWJRHCC6HN52KMG5AKZY37Q,B08HDJ86NZ,2.9
AE3Q6KSUK5P75D5HFYHCRAOLODSA,B08CF3B7N1,5.0
AFUGIFH5ZAFXRDSZHM4QB2KPKFUQ,B08CF3B7N1,5.0
AFK4NJOLFSJGWLOJIUIAROJF6YVA,B08CF3B7N1,5.0
AFUOTYRFUXVPEBGIXVZZ7DR3CZUA,B08CF3B7N1,4.4
AFDLRSXKDZ6U3U3KD46SQLFGZQRA,B08CF3B7N1,4.2
AH5VLM66SIK7J3IRG4NY7XVOQ55A,B08CF3B7N1,4.0
AE3MQNNHHLUHXURL5S7IAR7JTGNQ,B08CF3B7N1,3.7
AFSEOFZY67MYC7UAJU264Z5NFTLA,B08CF3B7N1,2.3
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,B08Y1TFSP6,5.0
AGRVINWECNY7323CWFXZYYIZOFTQ,B08Y1TFSP6,5.0
AHBAT6VLOXWGYDL57KHCNCLPXAKA,B08Y1TFSP6,4.7
AF7NDY2H6JVYTSQOZP76GCATQ34Q,B08Y1TFSP6,4.4
AFV7ZA733ZLME4KNLZPMPCBUNPPA,B08Y1TFSP6,3.7
AHFAAPSY2MJ5HYOU2VQDJ7AQY4NQ,B08Y1TFSP6,3.3
AH2WGV2PEBUTICRPBEEVKF24G5LA,B08Y1TFSP6,3.1
AEP4MK3EKOBDKTGPJTRN5RBDIODA,B08Y1TFSP6,2.0
AG7C6DAADCTRQJG2BRS3RIKDT52Q,B08WRWPM22,5.0
AFU7BOMPVJ7Q3TTA4G67RASTGYIQ,B08WRWPM22,5.0
AER5ZGIXXVYG3AWZTRZT7M2BYCEA,B08WRWPM22,4.8
AHE76XQSOLGOP5ZEKTIW6KUPDWBQ,B08WRWPM22,4.6
AGXTMB2XHZBEWZ2UIX7ODZ4XTU6Q,B08WRWPM22,4.3
AHNM2XVU745EDPNGUOAG74PTSNRA,B08WRWPM22,4.1
AH5RWQ4S72IVLZD6O75OPCFIVDXQ,B08WRWPM22,2.7
AG322TYKVPLPBDXE7ABEUK5QTALQ,B08WRWPM22,2.2
AHW6E5LQ2BDYOIVLAJGDH45J5V5Q,B08DDRGWTJ,5.0
AF74RSGCHPZITVFSZN76K6GKPICA,B08DDRGWTJ,5.0
AHDD7ZNB47QA2JLYU53HD4ML3VNQ,B08DDRGWTJ,5.0
AHV3ELGDSOWBYUQLXSPDCSHBQRHQ,B08DDRGWTJ,4.8
AEJU4L3ZM2GTILSJZZSNSF6VUOIA,B08DDRGWTJ,4.2
AFVD66VQMSHPDT3A6HBBBGKRXBZA,B08DDRGWTJ,4.2
AELKHQXVSSG6NHXLFJLLNEFRQQUQ,B08DDRGWTJ,4.2
AGYSMAC6V6RFJJOHG2FIRPOZ6CSQ,B08DDRGWTJ,2.1
AGV3IEFANZCKECFGUM42MRH5FNOA,B008IFXQFU,5.0
AEBO7NWCNXKT4AESAN443HQH35FQ,B008IFXQFU,5.0
AE7GD3VRRYQEAHDR7FXJIR23INYA,B008IFXQFU,4.8
AHPAW24BI5X2GCX5M2LHI72VSJJQ,B008IFXQFU,4.5
AE2VXY4CFO36MDSIMPG43XHNF4GA,B008IFXQFU,3.9
AHHQEKUNVETALN7DTRHUQ2WAWEKQ,B008IFXQFU,3.9
AFMIFTNTUD5PIHGONWOTRMMZ5EBA,B008IFXQFU,3.7
AHOJBIZVVIIFJKRREY4B6ESVA4KA,B008IFXQFU,2.8
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B082LZGK39,5.0
AGYYVPDD7YG7FYNBXNGXZJT525AQ,B082LZGK39,5.0
AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,B082LZGK39,5.0
AFPHD2CRPDZMWMBL7WXRSVYWS5JA,B082LZGK39,4.1
AEZ346GX3HJ4O4XNRPHCNHXQURMQ,B082LZGK39,3.9
AEPSWFPNECKO34PUC7I56ITGXR6Q,B082LZGK39,3.7
AHWVEHR5DYLVFTO2KF3IZATFQSWQ,B082LZGK39,2.9
AH4QT33M55677I7ISQOAKEQWACYQ,B082LZGK39,2.4
AGYLPKPZHVYKKZHOTHCTYVEDAJ4A,B08CF3D7QR,5.0
AGTTU64JMX722LYCN3SOWLFPKPAQ,B08CF3D7QR,5.0
AFWD4ZTM7473CDWARHCDQKK73MTA,B08CF3D7QR,5.0
AEXCQM3FDLX3YL3UJWWUIAIUJT4A,B08CF3D7QR,4.8
AHUKYUWRUVRTB3IQGISXWTSPAWLQ,B08CF3D7QR,4.5
AFWW4UEXAJH7EAB5LTMKMSGLUN2Q,B08CF3D7QR,3.7
AFM5JL37WY7G6MLQUI4WAXUJME7Q,B08CF3D7QR,3.6
AFECO24WYFOU2KL7C3DMHTEHRU7Q,B08CF3D7QR,2.8
AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,B0789LZTCJ,5.0
AG5HTSFRRE6NL3M5SGCUQBP7YSCA,B0789LZTCJ,5.0
AH725ST5NW2Y4JZPKUNTIJCUK2BA,B0789LZTCJ,5.0
AHV3TXIFCJPMS4D5JATCEUR266MQ,B0789LZTCJ,5.0
AGWIGDEMFIIUAOXYY2QATNBSUGHA,B0789LZTCJ,3.8
AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,B0789LZTCJ,3.6
AGAKDNBHY2FKX7I4ACRGILU7QL7A,B0789LZTCJ,2.9
AFNWJUWJRHCC6HN52KMG5AKZY37Q,B0789LZTCJ,3.3
AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ,B07KSMBL2H,5.0
AFY5TVFOMVHGBPBTIJODYDQRZM5Q,B07KSMBL2H,5.0
AE3O6366WGEQAANKJ76QETTUQQTQ,B07KSMBL2H,4.5
AEQIJCPWSBCDKUO5VROXXHWX3PPA,B07KSMBL2H,4.3
AGVIAQK2HQ47P7UVXHW2NBAEU7YQ,B07KSMBL2H,4.3
AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,B07KSMBL2H,4.3
AH77IQRYD54XCRMCO7XEAIAYCLPA,B07KSMBL2H,4.0
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,B07KSMBL2H,3.8
AGUAYQHARAKR2VZTRP276KAGETKQ,B085DTN6R2,5.0
AFKTST2773VUOKUHE7FCR6QCAURQ,B085DTN6R2,5.0
AEGLHOQOWUUUQEDV6EWXTSHIUE7A,B085DTN6R2,4.7
AEHQYGI5L4FFALBMC5XMT5KXSZCA,B085DTN6R2,4.6
AHJFXFGDAXEHIG2ZLUWVMZ3LWPBA,B085DTN6R2,4.6
AEP4CW3UI7AJ7XM7PAAKVCB6U3ZA,B085DTN6R2,4.1
AHIWCPCQ2Z4HWEM7V4HGTLVZQM6Q,B085DTN6R2,2.8
AHT4JDEYWRIQGCA2WAQJ6E2POHCQ,B085DTN6R2,2.7
AF2XXVO7JUBUVAOBTJ3MNH4DGUFQ,B09KLVMZ3B,5.0
AH6VDJLLPBXKCWXMLBKMBCQ2ESGA,B09KLVMZ3B,5.0
AE642RIGZIT2VPQJOLNUZ34QVWJQ,B09KLVMZ3B,4.8
AFLHNKQH5UQZU3ATISKSMRE2KEDQ,B09KLVMZ3B,4.6
AF2L4MCRCIDOOREQJN7QPQ4QBZCA,B09KLVMZ3B,3.7
AGKLZ4SUHAU47KJXDVHBBEWJODUA,B09KLVMZ3B,3.6
AHESCOYXLCXB56F4JO45X4CZQCYA,B09KLVMZ3B,3.4
AGGHDE6KFZHEDUDJBD5R27AYMEWA,B09KLVMZ3B,2.6
AGSGSRTEZBQY64WO2HKQTV7TWFSA,B083342NKJ,5.0
AEYD5HVYAJ23CR6PTWOOIKUOIDHA,B083342NKJ,5.0
AFRMNW6TDHDZBP2UHF2K3MEAEYUA,B083342NKJ,5.0
AHICHCW6EC3BNV2IDAEAJPBG4HZQ,B083342NKJ,5.0
AGWFKE7RNP6EVC4JFLFSL76EEVVQ,B083342NKJ,4.9
AGEOQQHGNELZNEUKJAJUA7NTPBLA,B083342NKJ,4.7
AFS3QBSOMCE2FAZFUYZ3NBFQDLMQ,B083342NKJ,2.8
AGJYG6ZWCWD74WNE6Y37XZ2VUSMA,B083342NKJ,2.8
AHEVOQADJSSRX7DS325HSFLMP7VQ,B0B6F7LX4C,5.0
AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,B0B6F7LX4C,5.0
AE2THTCCQLBIUSWPF4CPXC6GGP7Q,B0B6F7LX4C,5.0
AHUJZOV34DFEN55QQ5XOYKVKHV6Q,B0B6F7LX4C,4.9
AELX4DI77ZHURZTDLYFU7XMP7R6Q,B0B6F7LX4C,4.4
AE2ODWBBOBD2SITDDIEJ644OSRFQ,B0B6F7LX4C,3.2
AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,B0B6F7LX4C,3.1
AGGRC2P6M43GDEWCAHGYAILCSKTQ,B0B6F7LX4C,2.9
AECPFYFQVRUWC3KGNLJIOREFP5LQ,B082LSVT4B,5.0
AGYYVPDD7YG7FYNBXNGXZJT525AQ,B082LSVT4B,5.0
AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,B082LSVT4B,5.0
AFPHD2CRPDZMWMBL7WXRSVYWS5JA,B082LSVT4B,4.3
AEZ346GX3HJ4O4XNRPHCNHXQURMQ,B082LSVT4B,4.2
AEPSWFPNECKO34PUC7I56ITGXR6Q,B082LSVT4B,3.2
AHWVEHR5DYLVFTO2KF3IZATFQSWQ,B082LSVT4B,3.2
AH4QT33M55677I7ISQOAKEQWACYQ,B082LSVT4B,2.0
AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,B08WRBG3XW,5.0
AHW3QBHDOUMXODZ4EAMHD5JMDIDQ,B08WRBG3XW,5.0
AGXRGH7DLS3RVFS5KWU4PGR3H3GQ,B08WRBG3XW,5.0
AFLIHOX2HH7S2OJAD63UAHKMY34Q,B08WRBG3XW,4.9
AEHBE4U3HD6G2TMSHKE7TNZYOWCA,B08WRBG3XW,4.1
AFHKIURZM4R62UEXTOCZLI2FPQ6A,B08WRBG3XW,3.6
AEW6K4E5A4RUWRFFUDINQE5WWBSQ,B08WRBG3XW,2.9
AG4LMDCRAAKD4U2FZ6B6N75KTHXA,B08WRBG3XW,2.3
AHBNKB74LGTYUOKPAJBSKNFV45CA,B08DPLCM6T,5.0
AFIECTV45ADX5YPTE2VU6ORRHTGQ,B08DPLCM6T,5.0
AFDUJI7KG7VMZF4JGJHV4DBCA4OA,B08DPLCM6T,5.0
AEUWKSX5ZL7DWOOYVDOWJKBHOVXA,B08DPLCM6T,4.9
AHEJW5MYVFOQBEXD6BIUBB3PJBPQ,B08DPLCM6T,4.1
AEM2Y22BKLFYL5BK7SC56Q75ODOQ,B08DPLCM6T,3.8
AHWDVB4OO4S3YS5RYQZIDBNV6BUQ,B08DPLCM6T,3.5
AFCEDQXVCB4LUUBWXRJS6KRU62FQ,B08DPLCM6T,3.1
AFNYIBWKJLJQKY4BGK77ZOTVMORA,B09C6HXFC1,5.0
AFCTNNMP2LZLY5466YJ5AY3JE5ZA,B09C6HXFC1,5.0
AG3XBWOAL65DJSBHJ7LQ2K54HJKQ,B09C6HXFC1,5.0
AF2ZFMLJS4UBCGZO4FMJTEPP6MHA,B09C6HXFC1,4.7
AFBZMRHC4GXUU7KNAK4OBKORDF6Q,B09C6HXFC1,4.4
AHSIQL276K7X2UP72QOOOWNVRSXA,B09C6HXFC1,4.3
AF3D6X5NQWOBOEVVH2Y37N55AKZQ,B09C6HXFC1,3.8
AFWOTSQXCQJLZ653Y7ACEZADKGYQ,B09C6HXFC1,3.8
AEO5FHWNOSFBT554DKQAG4ICBGFQ,B085194JFL,5.0
AGIQ5Y7Q4MKZ542KKVFZLAIZV6GQ,B085194JFL,5.0
AFD53TWXXCPJAYQJ7REZPW34AKKQ,B085194JFL,3.9
AHBMHE56M3IAD7Z4KXUKREAZX3WQ,B085194JFL,3.7
AFR4YULNFZZC5DJOWH2KNFAOM6BQ,B085194JFL,3.6
AEP5UMK4KDMGZGBHBLZDB2R37OMA,B085194JFL,3.0
AHLKQWAPXICPCSCIPIF6C6FOENOQ,B085194JFL,2.8
AHTBS46SCEBGWK4SUH3FOQEORR3Q,B085194JFL,2.7
AHEVO4Q5NM4YXMG2HDDXC5XMBGRQ,B09F6S8BT6,5.0
AFZPH7ZAWX5VDY3HOBNYRDGIDBVA,B09F6S8BT6,5.0
AFURD6VVHRG4HZ36KXGXYUTVUDLA,B09F6S8BT6,5.0
AHJF5BZJNDLXJXSW74ZPLHGO7GUA,B09F6S8BT6,4.5
AFUS52CHEA75E2YGQ6SYGP3PKBGA,B09F6S8BT6,4.2
AGS3YC22FW2PCSH3I7ODDXETZ6BA,B09F6S8BT6,3.9
AGGI2H2AGOIX6IBDJRWULYUP5DPQ,B09F6S8BT6,3.5
AG4TU4LCQXF2XTLMMGMFTNWL3OOA,B09F6S8BT6,3.3
AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,B09NHVCHS9,4.8
AE55KTFVNXYFD5FPYWP2OUPEYNPQ,B09NHVCHS9,4.7
AEBWA5I4QFCA3P3OBEPMELBGN4GQ,B09NHVCHS9,4.7
AHMGAC6QM62UXNEOCZIHLHSXPP2Q,B09NHVCHS9,4.6
AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,B09NHVCHS9,4.1
AEAMIR3CMSA32IDEINSJKHRNANTA,B09NHVCHS9,4.1
AF355FTXYAKFH5NYPRTE7SL3WO3Q,B09NHVCHS9,3.0
AG5DWPD54QGSLWJ6QUFERLPNAX4Q,B09NHVCHS9,1.9
AFSMISGEYDYIP3Z42UTQU4AKOYZQ,B0B1YVCJ2Y,5.0
AF5ILQY4KFDTO5XHHBJ42W5DXCZQ,B0B1YVCJ2Y,5.0
AFBK3X6D3AHEHSYYXPL4L6JEMSLQ,B0B1YVCJ2Y,5.0
AFNB6YVNGE6IT3AWQVSIG2TJ5L3Q,B0B1YVCJ2Y,4.2
AGGKMIGXUM3JRNVY7HZ3JHPJ7WTQ,B0B1YVCJ2Y,4.2
AFMECPERM2GI2XQJSBWEPZKODISQ,B0B1YVCJ2Y,3.8
AETPKXNOTUEX5GH7WL7XQHDR5M7Q,B0B1YVCJ2Y,3.7
AERFCJ6BOMVO5YW5XM5Z2ESOIK3A,B0B1YVCJ2Y,3.6
AGVUE2NFN2MQEOQ4PR525B2ZI5PQ,B01M4GGIVU,5.0
AFO4M4BQ2WS7A3LPKJY45B5C7DYQ,B01M4GGIVU,5.0
AG6CREU25N6P2H7RCHNIU6GGJ5BA,B01M4GGIVU,4.9
AHFITGJEF76CXALJZLYP6OIC4EOA,B01M4GGIVU,4.7
AG54MN24SX3EMMON4AMBUNL74K3Q,B01M4GGIVU,4.6
AF3GETWWBGMLASY2KKNNBS2VO6DQ,B01M4GGIVU,3.5
AHEIPXMFMVWHNPLGUXUIV5XNP2SA,B01M4GGIVU,3.0
AFWQRBBVJWYTYUFQHUJE63S6VXJQ,B01M4GGIVU,2.9
AFUT7ANZTZYGLXU65EQ2D5OP6UMA,B08B42LWKN,5.0
AGT7YYJVUC6ZHRKQHVUQZMDNLXEA,B08B42LWKN,5.0
AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,B08B42LWKN,5.0
AGCRCU432TIF4J2EL7GBEWOIULGQ,B08B42LWKN,4.5
AERQBL3BISJQVHO3RLOOA4HKZX5A,B08B42LWKN,4.5
AHIWNZ2HBQAHVE4OWODM6WH4PMOQ,B08B42LWKN,3.7
AH2347WTE3DZ3TIZUB5LCLZPAYEQ,B08B42LWKN,3.3
AHIH3QL5XONYJWEXF7VKLFHZBDJA,B08B42LWKN,2.5
AFYR53OTBUX2RNAKUZHUJ4RFJJNQ,B094JNXNPV,5.0
AHR735YWWYFTQI5VGEEYP3DZPB6Q,B094JNXNPV,5.0
AEO5NTPVZBDP7EHO2NOJ3Q6QPN3A,B094JNXNPV,4.8
AF7S5C6MJ7XPJ26E3U3Z5TIWHRMA,B094JNXNPV,3.8
AGY65IJP7XREWO3GUDT46474CYKA,B094JNXNPV,3.7
AE2E632GMYL5U2ESNXOX5UT5D34A,B094JNXNPV,3.4
AFHE44JRHYO42EGIWNM2GC75ZIJA,B094JNXNPV,3.3
AEMJJHRL3DAOOLBWHIDSFW56MJWQ,B094JNXNPV,3.0
AHZWJCVEIEI76H2VGMUSN5D735IQ,B09W5XR9RT,5.0
AH2DFUHFTG4CKQFVGZSB4JHXSAWA,B09W5XR9RT,5.0
AGYTSAUTXMOPROERNJPXNEB2XWNQ,B09W5XR9RT,5.0
AF5JWNCDVWTXOFCICR6IYNOEQENQ,B09W5XR9RT,5.0
AEEFM3W6RGC2KDYG5B6N7VQXR4QA,B09W5XR9RT,4.0
AGRT55DXEGF2EOL63HOKKKBB2KFA,B09W5XR9RT,3.9
AF6R7AMFHIWTMNFF6WPGFDOF7Z5A,B09W5XR9RT,3.8
AEGXNM3XGAHJGUJ7MIFPE7QFMJHA,B09W5XR9RT,3.5
AFA332YHUPB6I7KMME7SOFX5RKQQ,B077Z65HSD,5.0
AH3LHRL5P4YAVOQQCH72G2PJFXSA,B077Z65HSD,5.0
AGUUHLF34AIEIOE5KULXXVWKBCMA,B077Z65HSD,5.0
AHWY6IG3PXBBJMLVFMHHKM25BVCQ,B077Z65HSD,4.6
AEOKB3ECJUM6UQOBFKMEMQVVHL4A,B077Z65HSD,4.2
AEYA6LQE25O2P6C7XV62XM3YV2EQ,B077Z65HSD,4.2
AHMKSLALVS62JUHSHAI3FUXWDYYA,B077Z65HSD,3.6
AFZIZOK5KDBOB5QCHUQRR2ZWUYKA,B077Z65HSD,2.8
AGBX233C7B7D7YZEL7ZLFWMQKFDQ,B00NH11PEY,5.0
AFKSU4D3IE4KNDBVVBEA3AHDD2YQ,B00NH11PEY,5.0
AHJK4PVBRGDX4N5LYA4EKHULJOPQ,B00NH11PEY,5.0
AFW6NV5N3FUXV3CNUACPSYC5AB3Q,B00NH11PEY,5.0
AGOCMOZJWGI5VHFT2RZLTQFZLKPQ,B00NH11PEY,5.0
AGX3GCRGFU4IHAJZRUP655EEGSQA,B00NH11PEY,5.0
AEG5JOZOUBWEAZOGQQR6YDVPTL6A,B00NH11PEY,3.3
AGUQYXAUPX5VOWYZTIWXMUIGVGCQ,B00NH11PEY,2.8
AGHYCMV7RJ5D76UEZDZJPPEUGU5Q,B09CMM3VGK,5.0
AGKG3U55NSBTQ4QBDCGLUGSEEICA,B09CMM3VGK,5.0
AEK7TJPOW2SWCHCQOA7OEGXDZPCA,B09CMM3VGK,4.8
AH4QNGP7K2SO6FBWTS4Y274VHV6A,B09CMM3VGK,3.9
AH6CX2UTCOW6LXS74QK3TCQOHRIQ,B09CMM3VGK,3.7
AG4T75DAKCNZ6EPYPMKBGV6J54JQ,B09CMM3VGK,3.5
AF4GBAADHEMI3ZLPBAIZWYWN7GJA,B09CMM3VGK,3.1
AGOMXFNBIQBEWLN4JDC65FDPTBDQ,B09CMM3VGK,2.9
AHMKXORT3VNMB75C3EUBYMFYELFQ,B08QSC1XY8,5.0
AEKJRELVNMICYPOYTKMVF52YX2WQ,B08QSC1XY8,5.0
AHQPBXZSJ3XZILPJVXE4BN7ZL26A,B08QSC1XY8,5.0
AGELSEJKLWPVNPXQ7DGK63PEQF5A,B08QSC1XY8,5.0
AGGBXJFPXZVOJMMB6MMQOPLCJWGA,B08QSC1XY8,3.4
AEWA5TH6PMRZXMFY5MHCIU2MNFHA,B08QSC1XY8,3.1
AHPDFQLNLMNV5X4QNH6J7IUMREAQ,B08QSC1XY8,2.9
AGKQKPUOEC3LQR7GHBQYAHPTU4SA,B08QSC1XY8,5.0
AEQWVGESA7TDGK7KZ4DAJQGYH32A,B008FWZGSG,5.0
AECGAMNNIMW5QOPOBXRYQAKMQGEA,B008FWZGSG,5.0
AEA5X2W76STDCKVMFZ2WP7H7QFUA,B008FWZGSG,5.0
AEWMPOUFVOFZ3WMJGHLOYQ7VGUJQ,B008FWZGSG,5.0
AGLVW6SUWTW35HT5AYQR4CKA5IOA,B008FWZGSG,4.6
AFSU7KWDY4KGQSFFCRXJ4IPJREAQ,B008FWZGSG,3.0
AHS7DI2FACP3P3FNVH7263NLW2TA,B008FWZGSG,2.6
AELNHGVCLQTWAEFDH244JJZZSVAQ,B008FWZGSG,4.2
AF477BP57JM7Z4JD4PYB2K33R6AQ,B0B4HJNPV4,5.0
AGTDD34Y77OB36JNYQWQDN7MHECQ,B0B4HJNPV4,5.0
AG7POKBSWQUO4VOYD4HDWYKMMJ4Q,B0B4HJNPV4,5.0
AFZS6H2ZFJEJHRWIJ3IYL7V6KRPA,B0B4HJNPV4,4.8
AHCYM2ECKI2MNOIDHDG4PT6IIN6A,B0B4HJNPV4,3.5
AECZ4IP3TBM4EUG52BZAOQV3EKIA,B0B4HJNPV4,3.2
AH6RQDXZYKAUPNBOYC4NAZERTFOQ,B0B4HJNPV4,2.7
AFTVETL4HGH4KRUF4NXGJUEDPBAQ,B0B4HJNPV4,2.0
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,B08Y1SJVV5,5.0
AGRVINWECNY7323CWFXZYYIZOFTQ,B08Y1SJVV5,5.0
AHBAT6VLOXWGYDL57KHCNCLPXAKA,B08Y1SJVV5,4.8
AF7NDY2H6JVYTSQOZP76GCATQ34Q,B08Y1SJVV5,4.8
AFV7ZA733ZLME4KNLZPMPCBUNPPA,B08Y1SJVV5,4.5
AHFAAPSY2MJ5HYOU2VQDJ7AQY4NQ,B08Y1SJVV5,2.6
AH2WGV2PEBUTICRPBEEVKF24G5LA,B08Y1SJVV5,2.4
AEP4MK3EKOBDKTGPJTRN5RBDIODA,B08Y1SJVV5,2.0
AF2IRSQZKMBGX44YDNUPYRHWXOZQ,B07XLCFSSN,5.0
AF6VSSXOI3Y4PZCNRJ3L27NCXPYA,B07XLCFSSN,5.0
AHQKC4MLLVOPBTKJFDBGTXFRKLYQ,B07XLCFSSN,5.0
AGX5ELLH3KJJ4CY2DJJOXDSOEI6Q,B07XLCFSSN,5.0
AGJ23TWSY6YFMAVSEAOAUEWO4QLQ,B07XLCFSSN,4.7
AFOHB4M2RWSUQ3SSZWPMD2FPH6PQ,B07XLCFSSN,4.4
AFVHKKOI25DAQSETPL7Z5W5SIVUA,B07XLCFSSN,3.4
AE55WJERHR4C7SEAIWX4JJHFSZBA,B07XLCFSSN,2.7
AHUH7OYN3LAUATF5EGA575WCDI6A,B09RZS1NQT,5.0
AFQRX6TAM6CHKARXIXR25X4Y2K2A,B09RZS1NQT,5.0
AFIAYICSN46TZ373SYU2DLQH7MHQ,B09RZS1NQT,4.7
AE7O44O3ZCU6YCS56X4UBNSMN2DA,B09RZS1NQT,4.4
AG7KTA6KY5FALZELPIEMQBXP6TYA,B09RZS1NQT,3.6
AFW2YA3CWHADWVPZJRCSYJJ2O3YA,B09RZS1NQT,3.5
AGOGMKLERURWSCD4RIH53WPEVTWA,B09RZS1NQT,2.9
AHXAYZML25KY3YMOTME234UUGWXQ,B09RZS1NQT,2.8
AGDOVGWZKEQ3M6DA2GHV6WUZT5SA,B0B3MMYHYW,5.0
AGEUXHN7U2Q26CM6TFOTW7GZXFXQ,B0B3MMYHYW,5.0
AHYXZVXUY3QTBP7IBFIUBSZVH2XQ,B0B3MMYHYW,5.0
AGO4OKG6KVBAAE52Q62JBKHRDFFQ,B0B3MMYHYW,4.1
AGOARJLTS744KQC3BTKT5KQVOJUA,B0B3MMYHYW,3.9
AF6XISKAQXTX3Q5RUF2M2VKOJ66A,B0B3MMYHYW,3.6
AEP6PYK2DLTD5UCMURSUNUE4IE5A,B0B3MMYHYW,3.6
AHJSNMHQQWE6LMFRATH5LLJBQQXQ,B0B3MMYHYW,3.4
AHRUMHBZ7IAQPLH4W5Y3A6HLQFVA,B09C6HWG18,5.0
AGSJW5TCLJEKW4HAJAA4XRRNDAWQ,B09C6HWG18,5.0
AFPK3KEV3ZSEJ7K6U6C3LERQ2E7A,B09C6HWG18,4.6
AE43YOKQNGCH4SSBHBYFXDSPX6YA,B09C6HWG18,4.4
AF6UDET5A7UZVF6X6PLTCNPAG2JA,B09C6HWG18,4.2
AG4NQECOQ6XL3YXY2ARSILF65W6Q,B09C6HWG18,3.6
AGQKQGF2M565PCZ2RPUYM7HIWH3Q,B09C6HWG18,3.5
AF5PAF6QWH67HHLGCH6LBYQJPPUQ,B09C6HWG18,3.4
AEYHTCWWZYU3JQBU6SLNFFT3OMVQ,B00NH11KIK,5.0
AENQPV63OVBZHJ7L7V37M2ADFY7Q,B00NH11KIK,5.0
AH7J7BCTWAMK2REWT4AMA2V5DPUQ,B00NH11KIK,5.0
AFZSC27UUKDN5VYQVMAPYZNQTULA,B00NH11KIK,4.9
AHM56NVJXROPTI5WICZITI4YAZAA,B00NH11KIK,4.7
AEWZZXQWEU2QSVBCT7AJQ3FXMZWA,B00NH11KIK,4.3
AFBLTBDVC23HRPXW2OQ2JDV3BNNQ,B00NH11KIK,3.9
AGCX23QVQFBCYCAUWQNM4YHMKMQA,B00NH11KIK,3.2
AHB43CZ4RHLJ5S6CBOWX6MEI7J4Q,B09JPC82QC,5.0
